country_code,region_name,iata,icao,airport,latitude,longitude
US,Virginia,NTU,KNTU,NAS Oceana (Apollo Soucek Field),36.82,-76.03
US,Florida,DSI,KDTS,Destin Executive Airport,30.4,-86.47
US,Alaska,NUI,PAQT,Nuiqsut Airport,70.21,-151.01
US,Alaska,NUL,PANU,Nulato Airport,64.73,-158.07
US,Florida,NUN,KNUN,NOLF Saufley Field,30.47,-87.34
US,Alaska,WOW,PAUO,Willow Airport,61.75,-150.05
US,Alaska,NUP,,Nunapitchuk Airport,60.91,-162.44
US,California,NUQ,KNUQ,Moffett Federal Airfield,37.42,-122.05
US,Montana,DRU,,Drummond Airport,46.62,-113.2
US,Texas,DRT,KDRT,Del Rio International Airport,29.37,-100.93
US,Colorado,DRO,KDRO,Durango-La Plata County Airport,37.15,-107.75
US,Alaska,KZB,,Zachar Bay Seaplane Base,57.55,-153.75
US,Colorado,WPO,,North Fork Valley Airport,38.83,-107.65
US,Washington,NUW,KNUW,NAS Whidbey Island (Ault Field),48.35,-122.66
US,Louisiana,DRI,KDRI,Beauregard Regional Airport,30.83,-93.34
US,Alaska,DRG,PADE,Deering Airport,66.07,-162.77
US,Georgia,WRB,KWRB,Robins Air Force Base,32.64,-83.59
US,Missouri,NVD,KNVD,Nevada Municipal Airport,37.85,-94.3
US,Alaska,WRG,PAWG,Wrangell Airport,56.48,-132.37
US,New Jersey,WRI,KWRI,McGuire Air Force Base,40.02,-74.59
US,Wyoming,WRL,KWRL,Worland Municipal Airport,43.97,-107.95
US,Alaska,DRF,,Drift River Airport,60.59,-152.16
US,California,NVN,,Nervino Airport,39.82,-120.35
US,Michigan,DRE,KDRM,Drummond Island Airport,46.01,-83.74
US,Nevada,DRA,KDRA,Desert Rock Airport,36.62,-116.03
US,Alaska,KYU,PFKU,Koyukuk Airport,64.88,-157.73
US,Alaska,WSB,,Steamboat Bay Seaplane Base,55.53,-133.64
US,New Mexico,WSD,KWSD,Condron Army Airfield,32.34,-106.4
US,Alaska,WSF,PACS,Cape Sarichef Airport,61.18,-149.86
US,Pennsylvania,WSG,KAFJ,Washington County Airport,40.14,-80.29
US,New York,WSH,KHWV,Brookhaven Airport,40.82,-72.87
US,Alaska,WSM,,Wiseman Airport,67.4,-150.12
US,Alaska,WSN,PFWS,South Naknek Airport,58.7,-157.01
US,New Hampshire,NWH,,Parlin Field,40.46,-74.33
US,Florida,KYO,,Tampa North Aero Park,28.22,-82.37
US,Rhode Island,WST,KWST,Westerly State Airport,41.35,-71.8
US,Washington,WSX,,Westsound Seaplane Base,48.62,-122.95
US,Virginia,MFV,KMFV,Accomack County Airport,37.65,-75.76
US,Virginia,NYG,KNYG,MCAF Quantico (Turner Field),38.5,-77.31
US,Alaska,KYK,PAKY,Karluk Airport,57.57,-154.45
US,Utah,DPG,KDPG,Michael Army Airfield,40.2,-112.94
US,Alabama,MGM,KMGM,Montgomery Regional Airport (Dannelly Field),32.3,-86.39
US,Alaska,WTK,PAWN,Noatak Airport,67.57,-162.98
US,Alaska,WTL,,Tuntutuliak Airport,60.34,-162.67
US,Illinois,DPA,KDPA,DuPage Airport,41.91,-88.25
US,California,NZY,KNZY,NAS North Island (Halsey Field),32.7,-117.22
US,Alaska,KXA,,Kasaan Seaplane Base,55.54,-132.4
US,Arizona,WTR,,Whiteriver Airport,33.81,-109.99
US,Alaska,KWT,PFKW,Kwethluk Airport,60.79,-161.44
US,North Carolina,OAJ,KOAJ,Albert J. Ellis Airport,34.83,-77.61
US,Delaware,DOV,KDOV,Dover Air Force Base,39.13,-75.47
US,California,OAK,KOAK,Oakland International Airport,37.72,-122.22
US,Alaska,KWP,,West Point Village Seaplane Base,57.77,-153.55
US,California,OAR,KOAR,Marina Municipal Airport,36.68,-121.76
US,Alaska,KWN,PAQH,Quinhagak Airport,59.76,-161.84
US,Alaska,KWK,PAGG,Kwigillingok Airport,59.88,-163.17
US,Florida,OBE,KOBE,Okeechobee County Airport,27.26,-80.85
US,Alaska,KWF,,Waterfall Seaplane Base,55.3,-133.24
US,Alaska,OBU,PAOB,Kobuk Airport,66.91,-156.9
US,Florida,OCA,,Ocean Reef Club Airport,25.33,-80.27
US,Alaska,KVL,PAVL,Kivalina Airport,67.74,-164.56
US,California,WVI,KWVI,Watsonville Municipal Airport,36.94,-121.79
US,Maryland,OCE,KOXB,Ocean City Municipal Airport,38.31,-75.12
US,Maine,WVL,KWVL,Waterville Robert LaFleur Airport,44.53,-69.68
US,Illinois,DNV,KDNV,Vermilion Regional Airport,40.2,-87.6
US,Alaska,WWA,PAWS,Wasilla Airport,61.57,-149.54
US,New Jersey,WWD,KWWD,Cape May Airport,39.01,-74.91
US,Iowa,DNS,KDNS,Denison Municipal Airport,41.99,-95.38
US,Florida,OCF,KOCF,Ocala International Airport (Jim Taylor Field),29.17,-82.22
US,Alaska,WWP,,North Whale Seaplane Base,56.12,-133.12
US,Oklahoma,WWR,KWWR,West Woodward Airport,36.44,-99.52
US,Alaska,WWT,PAEW,Newtok Airport,60.94,-164.64
US,Texas,OCH,KOCH,A.L. Mangham Jr. Regional Airport,31.58,-94.71
US,Georgia,DNN,KDNN,Dalton Municipal Airport,34.72,-84.87
US,Georgia,DNL,KDNL,Daniel Field,33.47,-82.04
US,Alaska,WYB,,Yes Bay Lodge Seaplane Base,55.92,-131.8
US,California,OCN,KOKB,Oceanside Municipal Airport,33.22,-117.35
US,Alaska,KVC,PAVC,King Cove Airport,55.12,-162.27
US,Montana,WYS,KWYS,Yellowstone Airport,44.69,-111.12
US,North Carolina,OCW,KOCW,Washington-Warren Airport (Warren Field),35.57,-77.05
US,California,ODC,,Oakdale Airport,37.76,-120.8
US,Missouri,DMO,KDMO,Sedalia Regional Airport,38.71,-93.18
US,New Mexico,DMN,KDMN,Deming Municipal Airport,32.26,-107.72
US,Alaska,KUK,PFKA,Kasigluk Airport,60.87,-162.52
US,West Virginia,ODM,,Garrett County Airport,39.28,-79.34
US,Washington,ODW,KOKH,A.J. Eisenberg Airport,48.25,-122.67
US,Wisconsin,OEO,KOEO,L.O. Simenstad Municipal Airport,45.31,-92.69
US,Arizona,DMA,KDMA,Davis-Monthan Air Force Base,32.17,-110.88
US,Nebraska,OFF,KOFF,Offutt Air Force Base,41.12,-95.91
US,Oregon,DLS,KDLS,Columbia Gorge Regional Airport (The Dalles Municipal Airport),45.62,-121.17
US,Montana,DLN,KDLN,Dillon Airport,45.26,-112.55
US,Nebraska,OFK,KOFK,Norfolk Regional Airport (Karl Stefan Memorial Field),41.99,-97.44
US,Nebraska,OGA,KOGA,Searle Field,41.12,-101.77
US,South Carolina,DLL,KDLC,Dillon County Airport,34.45,-79.37
US,Minnesota,DLH,KDLH,Duluth International Airport,46.84,-92.19
US,Alaska,DLG,PADL,Dillingham Airport,59.04,-158.5
US,Texas,DLF,KDLF,Laughlin Air Force Base,29.36,-100.78
US,Wisconsin,XES,,Grand Geneva Resort Airport,42.61,-88.39
US,South Carolina,OGB,KOGB,Orangeburg Municipal Airport,33.46,-80.86
US,Utah,OGD,KOGD,Ogden-Hinckley Airport,41.2,-112.01
US,New York,DKK,KDKK,Chautauqua County/Dunkirk Airport,42.49,-79.27
US,Hawaii,OGG,PHOG,Kahului Airport,20.9,-156.43
US,Alaska,DJN,,Delta Junction Airport,64.05,-145.72
US,New York,OGS,KOGS,Ogdensburg International Airport,44.68,-75.47
US,Alaska,KTS,PFKT,Brevig Mission Airport,65.33,-166.47
US,Alaska,KTN,PAKT,Ketchikan International Airport,55.36,-131.71
US,New York,OIC,KOIC,Lt. Warren Eaton Airport,42.57,-75.52
US,Alaska,KTH,,Tikchik Lodge Seaplane Base,59.96,-158.48
US,North Dakota,DIK,KDIK,Dickinson Theodore Roosevelt Regional Airport,46.8,-102.8
US,Texas,DHT,KDHT,Dalhart Municipal Airport,36.02,-102.55
US,Kansas,OJC,KOJC,Johnson County Executive Airport,38.85,-94.74
US,Alaska,KTB,,Thorne Bay Seaplane Base,55.69,-132.54
US,Oklahoma,OKC,KOKC,Will Rogers World Airport,35.39,-97.6
US,Oklahoma,OKM,KOKM,Okmulgee Regional Airport,35.67,-95.95
US,Alabama,DHN,KDHN,Dothan Regional Airport,31.32,-85.45
US,Alaska,KSM,PASM,St. Mary's Airport,62.06,-163.3
US,Nebraska,OKS,KOKS,Garden County Airport,41.4,-102.36
US,Washington,DHB,,Deer Harbor Sea Plane Base,48.62,-123.0
US,Maine,OLD,KOLD,Old Town Municipal Airport and Seaplane Base (Dewitt Field),44.95,-68.67
US,New York,OLE,KOLE,Cattaraugus County-Olean Airport,42.24,-78.37
US,Wyoming,DGW,KDGW,Converse County Airport,42.8,-105.39
US,South Dakota,XMD,KMDS,Madison Municipal Airport,44.02,-97.09
US,Montana,OLF,KOLF,L. M. Clayton Airport,48.09,-105.58
US,Alaska,OLH,,Old Harbor Airport,57.22,-153.27
US,Washington,OLM,KOLM,Olympia Regional Airport,46.97,-122.9
US,Arizona,OLS,KOLS,Nogales International Airport,31.42,-110.85
US,Nebraska,OLU,KOLU,Columbus Municipal Airport,41.45,-97.34
US,Mississippi,OLV,KOLV,Olive Branch Airport,34.98,-89.79
US,Illinois,OLY,KOLY,Olney-Noble Airport,38.72,-88.17
US,Virginia,DGN,KNDY,Naval Surface Warfare Center Dahlgren Division,38.33,-77.04
US,Arkansas,XNA,KXNA,Northwest Arkansas Regional Airport,36.28,-94.31
US,Iowa,OMA,KOMA,Eppley Airfield,41.3,-95.89
US,Arizona,DGL,KDGL,Douglas Municipal Airport,31.34,-109.51
US,Texas,DFW,KDFW,Dallas/Fort Worth International Airport,32.9,-97.04
US,Ohio,DFI,KDFI,Defiance Memorial Airport,41.34,-84.43
US,Alaska,OME,PAOM,Nome Airport,64.51,-165.44
US,Washington,OMK,KOMK,Omak Airport,48.46,-119.52
US,South Dakota,XPR,KIEN,Pine Ridge Airport,43.02,-102.51
US,Colorado,DEN,KDEN,Denver International Airport,39.86,-104.67
US,Minnesota,ONA,KONA,Winona Municipal Airport (Max Conrad Field),44.08,-91.71
US,Iowa,DEH,KDEH,Decorah Municipal Airport,43.28,-91.74
US,Alaska,KQA,,Akutan Seaplane Base,54.13,-165.78
US,Illinois,DEC,KDEC,Decatur Airport,39.83,-88.87
US,New York,ONH,,Oneonta Municipal Airport,42.52,-75.06
US,Alaska,KPY,,Port Bailey Seaplane Base,57.93,-153.04
US,Nevada,XSD,KTNX,Tonopah Test Range Airport,37.8,-116.78
US,Nebraska,ONL,KONL,O'Neill Municipal Airport (John L. Baker Field),42.47,-98.69
US,Kansas,DDC,KDDC,Dodge City Regional Airport,37.76,-99.97
US,New Mexico,ONM,KONM,Socorro Municipal Airport,34.02,-106.9
US,Oregon,ONO,KONO,Ontario Municipal Airport,44.02,-117.01
US,Alabama,DCU,KDCU,Pryor Field Regional Airport,34.65,-86.95
US,Alaska,DCK,,Dahl Creek Airport,66.94,-156.9
US,Oregon,ONP,KONP,Newport Municipal Airport,44.58,-124.06
US,Idaho,DBS,,Dubois Municipal Airport,44.17,-112.23
US,Alaska,KPV,PAPE,Perryville Airport,55.91,-159.16
US,California,ONT,KONT,Ontario International Airport,34.06,-117.6
US,Iowa,DBQ,KDBQ,Dubuque Regional Airport,42.4,-90.71
US,Georgia,DBN,KDBN,W. H. 'Bud' Barron Airport,32.56,-82.99
US,Nevada,KPT,,Jackpot Airport (Hayden Field),41.98,-114.66
US,Texas,ONY,KONY,Olney Municipal Airport,33.35,-98.79
US,Ohio,DAY,KDAY,Dayton International Airport,39.9,-84.22
US,Iowa,OOA,KOOA,Oskaloosa Municipal Airport,41.0,-93.31
US,Alaska,OOK,PAOO,Toksook Bay Airport,60.54,-165.09
US,Alaska,KPR,,Port Williams Seaplane Base,58.49,-152.58
US,Alaska,KPN,PAKI,Kipnuk Airport,59.93,-164.03
US,Alaska,YAK,PAYA,Yakutat Airport,59.5,-139.66
US,Virginia,DAN,KDAN,Danville Regional Airport,36.57,-79.34
US,Florida,OPF,KOPF,Miami-Opa Locka Executive Airport,25.91,-80.28
US,Texas,DAL,KDAL,Dallas Love Field,32.85,-96.85
US,California,DAG,KDAG,Barstow-Daggett Airport,34.85,-116.79
US,Florida,DAB,KDAB,Daytona Beach International Airport,29.18,-81.06
US,Virginia,DAA,KDAA,Davison Army Airfield,38.72,-77.18
US,Alaska,KPC,PAPC,Port Clarence Coast Guard Station,65.25,-166.86
US,Texas,CZT,KCZT,Dimmit County Airport,28.52,-99.82
US,Alaska,CZP,,Cape Pole Seaplane Base,55.97,-133.8
US,Alaska,CZO,,Chistochina Airport,62.56,-144.67
US,Alaska,CZN,,Chisana Airport,62.07,-142.05
US,Louisiana,OPL,KOPL,St. Landry Parish Airport (Ahart Field),30.56,-92.1
US,Oregon,CZK,KCZK,Cascade Locks State Airport,45.68,-121.88
US,Alaska,KPB,,Point Baker Seaplane Base,56.35,-133.62
US,Alaska,CZF,PACZ,Cape Romanzof LRRS Airport,61.78,-166.04
US,Alaska,CZC,,Copper Center 2 Airport,61.94,-145.29
US,Alaska,KOZ,,Ouzinkie Airport,57.93,-152.5
US,Alaska,KOY,,Olga Bay Seaplane Base,57.16,-154.23
US,Virginia,ORF,KORF,Norfolk International Airport,36.89,-76.2
US,Massachusetts,ORH,KORH,Worcester Regional Airport,42.27,-71.88
US,Alaska,CYT,PACY,Yakataga Airport,60.08,-142.5
US,Wyoming,CYS,KCYS,Cheyenne Regional Airport (Jerry Olson Field),41.16,-104.81
US,Alaska,ORI,KORI,Port Lions Airport,57.89,-152.85
US,Alaska,CYM,,Chatham Seaplane Base,57.51,-134.95
US,Alaska,KOT,PFKO,Kotlik Airport,63.03,-163.53
US,Alaska,CYF,PACK,Chefornak Airport,60.15,-164.29
US,Florida,ORL,KORL,Orlando Executive Airport,28.55,-81.33
US,Texas,CXO,KCXO,Lone Star Executive Airport,30.35,-95.41
US,Hawaii,KOA,PHKO,Kona International Airport at Keahole,19.74,-156.05
US,California,CXL,KCXL,Calexico International Airport,32.67,-115.51
US,Alaska,ORT,PAOR,Northway Airport,62.96,-141.93
US,Alaska,CXF,PACX,Coldfoot Airport,67.25,-150.2
US,Alaska,CXC,,Chitina Airport,61.58,-144.43
US,Arizona,CWX,,Cochise County Airport,32.25,-109.9
US,Washington,CWS,,Center Island Airport,48.49,-122.83
US,Iowa,CWI,KCWI,Clinton Municipal Airport,41.83,-90.33
US,Louisiana,CWF,KCWF,Chennault International Airport,30.21,-93.14
US,Alaska,ORV,PFNO,Robert (Bob) Curtis Memorial Airport,66.82,-161.02
US,Wisconsin,CWA,KCWA,Central Wisconsin Airport,44.78,-89.67
US,Alaska,KNW,PANW,New Stuyahok Airport,59.45,-157.33
US,New Mexico,CVS,KCVS,Cannon Air Force Base,34.38,-103.32
US,Oregon,CVO,KCVO,Corvallis Municipal Airport,44.5,-123.29
US,New Mexico,CVN,KCVN,Clovis Municipal Airport,34.43,-103.08
US,Missouri,KNT,KTKX,Kennett Memorial Airport,36.23,-90.04
US,Missouri,KNK,PFKK,Kokhanok Airport,59.43,-154.8
US,Kentucky,CVG,KCVG,Cincinnati/Northern Kentucky International Airport,39.05,-84.67
US,Missouri,OSB,,Grand Glaize-Osage Beach Airport,36.31,43.15
US,Texas,CUX,,Cuddihy Field,27.72,-97.51
US,Michigan,OSC,KOSC,Oscoda-Wurtsmith Airport,44.45,-83.39
US,New Mexico,CUS,KOLU,Columbus Municipal Airport,39.26,-85.9
US,Wisconsin,OSH,KOSH,Wittman Regional Airport,43.98,-88.56
US,Utah,KNB,KKNB,Kanab Municipal Airport,37.01,-112.53
US,Alaska,KMY,,Moser Bay Seaplane Base,57.03,-154.15
US,Oklahoma,CUH,KCUH,Cushing Municipal Airport,35.95,-96.77
US,South Carolina,CUB,KCUB,Jim Hamilton-L.B. Owens Airport,33.97,-81.0
US,Ohio,OSU,KOSU,Ohio State University Airport,40.08,-83.07
US,North Carolina,CTZ,KCTZ,Clinton-Sampson County Airport,34.98,-78.36
US,Florida,CTY,KCTY,Cross City Airport,29.64,-83.1
US,New York,CTX,,Cortland County Airport (Chase Field,42.59,-76.21
US,Arizona,CTW,,Cottonwood Airport,34.73,-112.04
US,New York,CTO,,Calverton Executive Airpark,40.92,-72.79
US,Mississippi,OSX,KOSX,Kosciusko-Attala County Airport,33.09,-89.54
US,South Dakota,CTK,,Canton Municipal Airport,43.31,-96.57
US,Pennsylvania,CTH,KMQS,Chester County G. O. Carlson Airport,39.98,-75.87
US,Minnesota,OTG,KOTG,Worthington Municipal Airport,43.66,-95.58
US,Oregon,OTH,KOTH,Southwest Oregon Regional Airport,43.42,-124.25
US,Oregon,OTK,KTMK,Tillamook Airport,45.42,-123.81
US,Iowa,OTM,KOTM,Ottumwa Regional Airport,41.11,-92.45
US,Montana,CTB,KCTB,Cut Bank Municipal Airport,48.61,-112.38
US,Washington,OTS,,Anacortes Airport,48.5,-122.66
US,Tennessee,CSV,KCSV,Crossville Memorial-Whitson Field,35.95,-85.08
US,Iowa,CSQ,KCSQ,Creston Municipal Airport,41.02,-94.36
US,Nevada,CSN,KCXP,Carson Airport,39.19,-119.73
US,Oklahoma,CSM,KCSM,Clinton-Sherman Airport,35.34,-99.2
US,Alaska,OTZ,PAOT,Ralph Wien Memorial Airport,66.88,-162.6
US,Alaska,KMO,PAMB,Manokotak Airport,58.99,-159.05
US,Georgia,CSG,KCSG,Columbus Airport,32.52,-84.94
US,Colorado,CSE,,Buckhorn Ranch Airport,38.85,-106.93
US,Oklahoma,OUN,KOUN,University of Oklahoma Westheimer Airport (Max Westheimer Airport),35.25,-97.47
US,Alaska,KLW,PAKW,Klawock Airport,55.58,-133.08
US,Mississippi,CRX,KCRX,Roscoe Turner Airport,34.92,-88.6
US,West Virginia,CRW,KCRW,Yeager Airport,38.37,-81.59
US,Arkansas,CRT,KCRT,Z. M. Jack Stell Field,33.18,-91.88
US,Texas,CRS,KCRS,C. David Campbell Field (Corsicana Municipal Airport),32.03,-96.4
US,Texas,CRP,KCRP,Corpus Christi International Airport,27.77,-97.5
US,California,CRO,KCRO,Corcoran Airport,36.1,-119.6
US,California,OVE,KOVE,Oroville Municipal Airport,39.49,-121.62
US,Washington,KLS,KKLS,Southwest Washington Regional Airport,46.12,-122.9
US,Florida,CRG,KCRG,Jacksonville Executive at Craig Airport,30.34,-81.51
US,South Carolina,CRE,KCRE,Grand Strand Airport,33.81,-78.72
US,Minnesota,OWA,KOWA,Owatonna Degner Regional Airport,44.12,-93.26
US,Massachusetts,CPX,TJCP,Benjamin Rivera Noriega Airport,18.31,-65.3
US,Illinois,CPS,KCPS,St. Louis Downtown Airport,38.57,-90.16
US,Wyoming,CPR,KCPR,Casper-Natrona County International Airport,42.91,-106.46
US,California,CPM,KCPM,Compton/Woodley Airport,33.89,-118.24
US,Kentucky,OWB,KOWB,Owensboro-Daviess County Airport,37.74,-87.17
US,Massachusetts,OWD,KOWD,Norwood Memorial Airport,42.19,-71.17
US,Missouri,COU,KCOU,Columbia Regional Airport,38.82,-92.22
US,Texas,COT,KCOT,Cotulla-La Salle County Airport,28.46,-99.22
US,Colorado,COS,KCOS,Colorado Springs Airport,38.81,-104.7
US,Maine,OWK,KOWK,Central Maine Airport of Norridgewock,44.72,-69.87
US,New York,COP,,Cooperstown-Westville Airport,42.63,-74.89
US,New Hampshire,CON,KCON,Concord Municipal Airport,43.2,-71.5
US,Texas,COM,KCOM,Coleman Municipal Airport,31.84,-99.4
US,Florida,COI,KCOI,Merritt Island Airport,28.34,-80.69
US,Florida,COF,KCOF,Patrick Air Force Base,28.23,-80.61
US,Idaho,COE,KCOE,Coeur d'Alene Airport,47.77,-116.82
US,Wyoming,COD,KCOD,Yellowstone Regional Airport,44.52,-109.02
US,California,COA,,Columbia Airport,38.03,-120.42
US,Utah,CNY,KCNY,Canyonlands Field,38.76,-109.76
US,Alaska,KLN,PALB,Larsen Bay Airport,57.54,-153.98
US,Texas,CNW,KCNW,TSTC Waco Airport,31.64,-97.07
US,Kansas,CNU,KCNU,Chanute Martin Johnson Airport,37.67,-95.49
US,California,CNO,KCNO,Chino Airport,33.97,-117.64
US,New Mexico,CNM,KCNM,Cavern City Air Terminal,32.34,-104.26
US,Kansas,CNK,KCNK,Blosser Municipal Airport,39.55,-97.65
US,New Hampshire,CNH,KCNH,Claremont Municipal Airport,43.37,-72.37
US,Colorado,CNE,,Fremont County Airport,38.43,-105.11
US,Connecticut,OXC,KOXC,Waterbury-Oxford Airport,41.48,-73.14
US,Ohio,OXD,KOXD,Miami University Airport,39.5,-84.78
US,Alaska,KLL,,Levelock Airport,59.13,-156.86
US,Wisconsin,CMY,KCMY,Sparta/Fort McCoy Airport,43.96,-90.74
US,Michigan,CMX,KCMX,Houghton County Memorial Airport,47.17,-88.49
US,Alaska,KLG,PALG,Kalskag Airport,61.54,-160.34
US,California,OXR,KOXR,Oxnard Airport,34.2,-119.21
US,Alaska,KKU,,Ekuk Airport,58.81,-158.56
US,Texas,OZA,KOZA,Ozona Municipal Airport,30.74,-101.2
US,Alabama,OZR,KOZR,Cairns Army Airfield,31.28,-85.71
US,Washington,PAE,KPAE,Paine Field (Snohomish County Airport),47.91,-122.28
US,Kentucky,PAH,KPAH,Barkley Regional Airport,37.06,-88.77
US,Illinois,CMI,KCMI,University of Illinois Willard Airport,40.04,-88.28
US,Ohio,CMH,KCMH,John Glenn Columbus International Airport,40.0,-82.89
US,Hawaii,PAK,PHPA,Port Allen Airport,21.9,-159.6
US,Florida,PAM,KPAM,Tyndall Air Force Base,30.07,-85.58
US,Florida,CLW,KCLW,Clearwater Air Park,27.98,-82.76
US,North Carolina,CLT,KCLT,Charlotte Douglas International Airport,35.21,-80.94
US,Washington,CLS,KCLS,Chehalis-Centralia Airport,46.68,-122.98
US,California,CLR,KCLR,Cliff Hatfield Memorial Airport,33.13,-115.52
US,California,PAO,KPAO,Palo Alto Airport (Santa Clara County Airport),37.46,-122.12
US,Alaska,CLP,PFCL,Clarks Point Airport,58.83,-158.53
US,Washington,CLM,KCLM,William R. Fairchild International Airport,48.12,-123.5
US,Texas,CLL,KCLL,Easterwood Airport (Easterwood Field),30.59,-96.36
US,Oklahoma,CLK,KCLK,Clinton Regional Airport,35.54,-98.93
US,Alaska,KKL,,Karluk Lake Seaplane Base,57.37,-154.03
US,Alaska,PAQ,PAAQ,Palmer Municipal Airport,61.59,-149.09
US,Wisconsin,CLI,KCLI,Clintonville Municipal Airport,44.61,-88.73
US,California,CLG,,New Coalinga Municipal Airport,36.16,-120.29
US,Ohio,CLE,KCLE,Cleveland Hopkins International Airport,41.41,-81.85
US,California,CLD,KCRQ,McClellan-Palomar Airport,33.13,-117.28
US,Alaska,KKK,,Kalakaket Creek Air Station,64.42,-156.82
US,Alaska,CKX,,Chicken Airport,64.07,-141.95
US,Tennessee,CKV,KCKV,Clarksville-Montgomery County Regional Airport (Outlaw Field),36.62,-87.42
US,Alaska,CKU,,Cordova Municipal Airport,60.54,-145.73
US,Washington,CKR,,Crane Island Airstrip,48.6,-123.0
US,Minnesota,CKN,KCKN,Crookston Municipal Airport (Kirkwood Field),47.84,-96.62
US,Washington,YKM,KYKM,Yakima Air Terminal (McAllister Field),46.57,-120.54
US,South Dakota,YKN,KYKN,Chan Gurney Municipal Airport,42.92,-97.39
US,Alaska,KKI,,Akiachak Airport,60.9,-161.42
US,Mississippi,CKM,KCKM,Fletcher Field,34.3,-90.51
US,Alaska,KKH,PADY,Kongiganak Airport,59.96,-162.88
US,Alaska,KKB,,Kitoi Bay Seaplane Base,58.19,-152.37
US,Arkansas,CKK,KCVK,Sharp County Regional Airport,36.26,-91.56
US,Alaska,KKA,PAKK,Koyuk Alfred Adams Airport,64.94,-161.15
US,California,CKE,,Lampson Field,38.99,-122.9
US,Alaska,CKD,,Crooked Creek Airport,61.87,-158.14
US,Arkansas,PBF,KPBF,Grider Field,34.17,-91.94
US,West Virginia,CKB,KCKB,North Central West Virginia Airport,39.3,-80.23
US,Oklahoma,CKA,KCKA,Kegelman Air Force Auxiliary Field,36.74,-98.12
US,New York,PBG,KPBG,Plattsburgh International Airport,44.65,-73.47
US,Florida,PBI,KPBI,Palm Beach International Airport,26.68,-80.1
US,Texas,KIP,KCWC,Kickapoo Downtown Airport,33.86,-98.49
US,Alaska,PCA,PAOC,Portage Creek Airport,58.91,-157.71
US,Wisconsin,PCD,KPDC,Prairie du Chien Municipal Airport,43.02,-91.12
US,California,KIC,KKIC,Mesa Del Rey Airport,36.23,-121.12
US,Alaska,KIB,,Ivanof Bay Seaplane Base,55.9,-159.49
US,New Jersey,PCT,,Princeton Airport,40.4,-74.66
US,Michigan,CIU,KCIU,Chippewa County International Airport,46.25,-84.47
US,Mississippi,PCU,,Poplarville-Pearl River County Airport,30.79,-89.5
US,Illinois,CIR,KCIR,Cairo Regional Airport,37.06,-89.22
US,Georgia,MGE,KMGE,Dobbins Air Reserve Base,33.92,-84.52
US,Iowa,CIN,KCIN,Arthur N. Neu Airport,42.05,-94.79
US,Alaska,CIL,,Council Airport,64.9,-163.7
US,Alaska,CIK,PACI,Chalkyitsik Airport,66.64,-143.74
US,Alaska,PDB,,Pedro Bay Airport,59.79,-154.12
US,Colorado,CIG,KCAG,Craig-Moffat Airport,40.5,-107.52
US,Iowa,CID,KCID,The Eastern Iowa Airport,41.88,-91.71
US,California,CIC,KCIC,Chico Municipal Airport,39.8,-121.86
US,Oregon,CHZ,,Chiloquin State Airport,42.58,-121.88
US,Georgia,PDK,KPDK,DeKalb-Peachtree Airport,33.88,-84.3
US,Oregon,PDT,KPDT,Eastern Oregon Regional Airport,45.7,-118.84
US,Oregon,PDX,KPDX,Portland International Airport,45.59,-122.6
US,Alaska,PEC,,Pelican Seaplane Base,57.96,-136.24
US,Alaska,CHU,,Chuathbaluk Airport,61.58,-159.22
US,Alaska,KGZ,,Glacier Creek Airport,61.46,-142.38
US,South Carolina,CHS,KCHS,Charleston International Airport / Charleston Air Force Base,32.9,-80.04
US,Alaska,CHP,,Circle Hot Springs Airport,65.49,-144.61
US,Virginia,CHO,KCHO,Charlottesville-Albemarle Airport,38.14,-78.45
US,Alaska,KGX,,Grayling Airport,62.9,-160.07
US,Texas,PEQ,KPEQ,Pecos Municipal Airport,31.38,-103.51
US,Alaska,KGK,PAJZ,Koliganek Airport,59.73,-157.26
US,Idaho,CHL,KLLJ,Challis Airport,44.52,-114.22
US,Oklahoma,CHK,KCHK,Chickasha Municipal Airport,35.1,-97.97
US,Oregon,PFC,KPFC,Pacific City State Airport,45.2,-123.96
US,Arizona,PGA,KPGA,Page Municipal Airport,36.93,-111.45
US,West Virginia,PGC,KSVC,Grant County Airport,38.99,-79.15
US,Florida,PGD,KPGD,Punta Gorda Airport,26.92,-81.99
US,Alaska,KFP,PAKF,False Pass Airport,54.85,-163.41
US,Ohio,YNG,KYNG,Youngstown-Warren Regional Airport,41.26,-80.68
US,Tennessee,CHA,KCHA,Chattanooga Metropolitan Airport (Lovell Field),35.04,-85.2
US,Arizona,CGZ,KCGZ,Casa Grande Municipal Airport,32.95,-111.77
US,Mississippi,PGL,KPQL,Trent Lott International Airport,30.46,-88.53
US,Maryland,CGS,KCGS,College Park Airport,38.98,-76.92
US,Alaska,PGM,,Port Graham Airport,59.35,-151.83
US,Missouri,CGI,KCGI,Cape Girardeau Regional Airport,37.23,-89.57
US,Colorado,PGO,KPSO,Stevens Field,37.29,-107.06
US,Ohio,CGF,KCGF,Cuyahoga County Airport,41.57,-81.49
US,Maryland,CGE,KCGE,Cambridge-Dorchester Airport,38.54,-76.03
US,Arkansas,PGR,KPGR,Kirk Field,36.06,-90.51
US,Arizona,PGS,,Grand Canyon Caverns Airport,35.57,-113.29
US,Alaska,CGA,,Craig Seaplane Base,55.48,-133.15
